loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,pub_rec
10000.0, 36 months,12.59,C,4 years,RENT,80000.0,Fully Paid,debt_consolidation,28.32,0.0,665.0,669.0,2.0,0.0
35000.0, 36 months,12.59,C,,RENT,78000.0,Fully Paid,credit_card,20.63,0.0,695.0,699.0,0.0,0.0
12000.0, 36 months,12.05,C,6 years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,25.18,0.0,690.0,694.0,0.0,0.0
20000.0, 60 months,11.99,C,2 years,MORTGAGE,71000.0,Fully Paid,credit_card,20.86,0.0,675.0,679.0,2.0,0.0
6000.0, 36 months,10.64,B,1 year,RENT,48300.0,Fully Paid,debt_consolidation,17.78,0.0,695.0,699.0,0.0,0.0
21000.0, 36 months,6.24,A,10+ years,MORTGAGE,73000.0,Fully Paid,debt_consolidation,24.92,0.0,805.0,809.0,0.0,0.0
35000.0, 36 months,7.89,A,4 years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,19.07,0.0,750.0,754.0,0.0,0.0
8000.0, 36 months,10.64,B,10+ years,RENT,35000.0,Charged Off,debt_consolidation,21.54,5.0,670.0,674.0,1.0,0.0
25000.0, 60 months,14.48,C,1 year,MORTGAGE,88000.0,Charged Off,debt_consolidation,30.49,1.0,710.0,714.0,1.0,0.0
7500.0, 36 months,9.17,B,4 years,MORTGAGE,50000.0,Fully Paid,home_improvement,4.72,0.0,660.0,664.0,0.0,1.0
9600.0, 36 months,9.76,B,10+ years,OWN,75000.0,Fully Paid,major_purchase,6.64,0.0,670.0,674.0,0.0,0.0
21000.0, 60 months,14.48,C,2 years,MORTGAGE,56000.0,Fully Paid,debt_consolidation,14.92,0.0,660.0,664.0,1.0,2.0
11550.0, 36 months,18.99,E,,MORTGAGE,28948.92,Fully Paid,credit_card,18.41,0.0,685.0,689.0,0.0,0.0
10000.0, 36 months,5.32,A,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,19.72,0.0,710.0,714.0,0.0,0.0
10000.0, 36 months,14.85,C,1 year,RENT,40000.0,Fully Paid,debt_consolidation,23.64,0.0,670.0,674.0,1.0,0.0
24000.0, 36 months,5.32,A,,OWN,120000.0,Fully Paid,credit_card,10.14,0.0,710.0,714.0,0.0,0.0
15000.0, 60 months,13.18,C,10+ years,RENT,55000.0,Charged Off,credit_card,21.98,2.0,735.0,739.0,0.0,0.0
7000.0, 36 months,13.67,C,5 years,MORTGAGE,38000.0,Fully Paid,vacation,29.66,1.0,670.0,674.0,0.0,0.0
15000.0, 60 months,16.99,D,10+ years,MORTGAGE,95000.0,Charged Off,debt_consolidation,8.08,5.0,665.0,669.0,1.0,0.0
5000.0, 36 months,11.99,C,< 1 year,RENT,21000.0,Charged Off,debt_consolidation,14.63,1.0,660.0,664.0,2.0,0.0
5600.0, 36 months,13.18,C,1 year,MORTGAGE,65000.0,Fully Paid,small_business,15.84,0.0,665.0,669.0,0.0,0.0
6000.0, 36 months,7.89,A,2 years,RENT,50000.0,Fully Paid,credit_card,21.65,0.0,705.0,709.0,0.0,0.0
10000.0, 36 months,11.22,B,5 years,RENT,91000.0,Fully Paid,debt_consolidation,14.41,0.0,675.0,679.0,3.0,2.0
20800.0, 36 months,8.38,B,8 years,MORTGAGE,150000.0,Fully Paid,credit_card,12.41,3.0,660.0,664.0,0.0,0.0
34075.0, 60 months,12.59,C,,MORTGAGE,71000.0,Fully Paid,debt_consolidation,15.01,0.0,765.0,769.0,0.0,0.0
20000.0, 36 months,7.26,A,1 year,MORTGAGE,130000.0,Fully Paid,credit_card,20.05,0.0,795.0,799.0,4.0,0.0
17600.0, 36 months,9.17,B,2 years,RENT,54000.0,Charged Off,debt_consolidation,17.84,0.0,675.0,679.0,0.0,1.0
3600.0, 36 months,13.18,C,5 years,RENT,50000.0,Fully Paid,major_purchase,32.48,0.0,675.0,679.0,0.0,0.0
10000.0, 36 months,5.32,A,6 years,MORTGAGE,36000.0,Fully Paid,home_improvement,15.6,0.0,830.0,834.0,1.0,0.0
18000.0, 36 months,9.76,B,< 1 year,MORTGAGE,70000.0,Charged Off,debt_consolidation,19.9,0.0,695.0,699.0,0.0,0.0
16000.0, 36 months,11.49,B,8 years,OWN,43000.0,Charged Off,debt_consolidation,33.71,0.0,685.0,689.0,0.0,0.0
5000.0, 36 months,9.76,B,10+ years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,21.05,0.0,685.0,689.0,1.0,0.0
10075.0, 60 months,23.99,F,5 years,RENT,28000.0,Fully Paid,debt_consolidation,29.92,0.0,665.0,669.0,0.0,0.0
23000.0, 36 months,11.49,B,,OWN,70800.0,Fully Paid,credit_card,16.36,0.0,710.0,714.0,1.0,0.0
9600.0, 36 months,6.89,A,10+ years,RENT,40000.0,Fully Paid,debt_consolidation,18.93,4.0,705.0,709.0,0.0,0.0
28000.0, 36 months,14.48,C,< 1 year,RENT,204000.0,Fully Paid,debt_consolidation,20.63,0.0,665.0,669.0,0.0,0.0
19500.0, 60 months,14.48,C,2 years,RENT,75000.0,Fully Paid,debt_consolidation,11.73,0.0,705.0,709.0,0.0,0.0
26675.0, 60 months,18.2,E,4 years,RENT,58000.0,Charged Off,debt_consolidation,20.09,0.0,755.0,759.0,0.0,0.0
20000.0, 60 months,13.99,C,2 years,RENT,52000.0,Charged Off,debt_consolidation,17.06,0.0,695.0,699.0,0.0,0.0
35000.0, 36 months,9.76,B,3 years,RENT,120000.0,Fully Paid,debt_consolidation,7.78,0.0,735.0,739.0,0.0,0.0
25000.0, 36 months,6.24,A,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,13.02,1.0,685.0,689.0,0.0,0.0
21600.0, 60 months,13.67,C,10+ years,RENT,67000.0,Charged Off,debt_consolidation,20.72,0.0,690.0,694.0,0.0,0.0
7200.0, 36 months,14.85,C,10+ years,RENT,52000.0,Charged Off,credit_card,39.21,1.0,670.0,674.0,1.0,0.0
35000.0, 36 months,7.49,A,2 years,OWN,296000.0,Fully Paid,credit_card,16.24,0.0,725.0,729.0,0.0,0.0
15000.0, 36 months,6.24,A,< 1 year,OWN,68000.0,Fully Paid,home_improvement,18.36,0.0,710.0,714.0,0.0,0.0
3000.0, 36 months,12.88,C,4 years,RENT,40000.0,Fully Paid,credit_card,8.16,0.0,745.0,749.0,1.0,0.0
14450.0, 36 months,17.86,D,6 years,RENT,42500.0,Charged Off,debt_consolidation,20.9,1.0,670.0,674.0,0.0,0.0
5000.0, 36 months,12.59,C,,MORTGAGE,55000.0,Fully Paid,debt_consolidation,11.56,0.0,665.0,669.0,1.0,2.0
21600.0, 60 months,13.44,C,3 years,MORTGAGE,77000.0,Fully Paid,debt_consolidation,11.16,1.0,685.0,689.0,1.0,0.0
5000.0, 36 months,13.67,C,10+ years,RENT,25000.0,Fully Paid,debt_consolidation,37.45,0.0,690.0,694.0,2.0,0.0
10000.0, 36 months,17.57,D,5 years,RENT,56800.0,Charged Off,medical,6.11,2.0,665.0,669.0,1.0,0.0
9750.0, 36 months,18.2,E,1 year,RENT,30500.0,Charged Off,credit_card,34.32,0.0,725.0,729.0,2.0,0.0
12000.0, 36 months,11.99,C,2 years,RENT,37000.0,Fully Paid,debt_consolidation,24.62,4.0,660.0,664.0,0.0,0.0
2000.0, 36 months,11.99,C,1 year,RENT,30000.0,Fully Paid,credit_card,19.72,0.0,700.0,704.0,0.0,0.0
7000.0, 36 months,10.64,B,6 years,RENT,52000.0,Fully Paid,credit_card,22.08,0.0,685.0,689.0,0.0,0.0
20800.0, 36 months,7.89,A,2 years,MORTGAGE,145000.0,Fully Paid,debt_consolidation,19.37,1.0,680.0,684.0,0.0,0.0
10000.0, 36 months,7.49,A,1 year,RENT,35000.0,Fully Paid,debt_consolidation,15.33,0.0,680.0,684.0,0.0,1.0
10000.0, 36 months,10.64,B,2 years,RENT,53000.0,Fully Paid,debt_consolidation,24.72,0.0,665.0,669.0,0.0,0.0
18000.0, 60 months,16.55,D,7 years,MORTGAGE,105000.0,Fully Paid,credit_card,14.02,0.0,665.0,669.0,5.0,2.0
3600.0, 36 months,11.99,C,10+ years,RENT,55000.0,Charged Off,debt_consolidation,27.93,0.0,660.0,664.0,0.0,0.0
24000.0, 60 months,12.59,C,8 years,MORTGAGE,140000.0,Fully Paid,debt_consolidation,7.16,1.0,695.0,699.0,4.0,0.0
17000.0, 36 months,10.64,B,10+ years,MORTGAGE,64000.0,Charged Off,debt_consolidation,22.6,0.0,700.0,704.0,0.0,0.0
5000.0, 36 months,9.76,B,5 years,RENT,20000.0,Fully Paid,debt_consolidation,27.73,0.0,685.0,689.0,1.0,0.0
30000.0, 36 months,12.88,C,7 years,OWN,85000.0,Fully Paid,debt_consolidation,35.0,0.0,740.0,744.0,0.0,0.0
6300.0, 36 months,9.8,B,10+ years,RENT,45000.0,Fully Paid,debt_consolidation,16.99,1.0,690.0,694.0,1.0,1.0
12000.0, 60 months,15.41,D,10+ years,MORTGAGE,100000.0,Fully Paid,home_improvement,31.08,2.0,675.0,679.0,1.0,0.0
35000.0, 36 months,13.67,C,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,21.54,0.0,680.0,684.0,0.0,0.0
12825.0, 36 months,12.59,C,10+ years,MORTGAGE,69000.0,Fully Paid,debt_consolidation,29.03,0.0,670.0,674.0,0.0,1.0
21000.0, 36 months,7.89,A,10+ years,MORTGAGE,240000.0,Fully Paid,small_business,8.03,0.0,730.0,734.0,0.0,0.0
5200.0, 36 months,7.89,A,3 years,RENT,18500.0,Fully Paid,credit_card,26.2,0.0,730.0,734.0,0.0,0.0
25000.0, 60 months,18.49,E,< 1 year,RENT,69000.0,Charged Off,debt_consolidation,8.37,0.0,690.0,694.0,1.0,0.0
5500.0, 36 months,12.88,C,< 1 year,RENT,31368.0,Fully Paid,debt_consolidation,29.84,0.0,665.0,669.0,1.0,0.0
35000.0, 60 months,16.99,D,4 years,RENT,110000.0,Charged Off,debt_consolidation,17.26,1.0,675.0,679.0,3.0,0.0
25000.0, 36 months,16.55,D,10+ years,MORTGAGE,72500.0,Fully Paid,home_improvement,24.47,1.0,705.0,709.0,0.0,0.0
6500.0, 36 months,12.59,C,10+ years,RENT,96474.0,Fully Paid,small_business,11.21,0.0,675.0,679.0,3.0,3.0
6000.0, 36 months,9.8,B,10+ years,OWN,30000.0,Charged Off,home_improvement,29.84,0.0,665.0,669.0,0.0,0.0
16000.0, 60 months,7.26,A,5 years,OWN,91000.0,Fully Paid,debt_consolidation,16.71,0.0,730.0,734.0,0.0,0.0
35000.0, 36 months,11.99,C,< 1 year,RENT,225000.0,Fully Paid,credit_card,9.49,0.0,660.0,664.0,1.0,1.0
16800.0, 36 months,9.17,B,10+ years,MORTGAGE,75000.0,Fully Paid,other,11.1,0.0,660.0,664.0,0.0,0.0
21000.0, 36 months,11.99,C,5 years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,26.13,0.0,670.0,674.0,0.0,0.0
5600.0, 36 months,13.18,C,4 years,MORTGAGE,165000.0,Fully Paid,debt_consolidation,37.54,0.0,700.0,704.0,1.0,0.0
19200.0, 36 months,6.89,A,10+ years,RENT,106000.0,Fully Paid,debt_consolidation,7.45,0.0,690.0,694.0,0.0,0.0
12000.0, 60 months,13.18,C,4 years,RENT,30000.0,Charged Off,credit_card,15.0,0.0,705.0,709.0,1.0,0.0
10000.0, 36 months,14.48,C,9 years,MORTGAGE,67701.0,Fully Paid,debt_consolidation,27.24,1.0,680.0,684.0,1.0,0.0
35000.0, 36 months,7.26,A,10+ years,MORTGAGE,192000.0,Fully Paid,credit_card,18.51,0.0,765.0,769.0,0.0,0.0
6000.0, 36 months,11.22,B,3 years,OWN,39000.0,Fully Paid,debt_consolidation,10.74,0.0,660.0,664.0,1.0,0.0
21000.0, 60 months,16.99,D,2 years,OWN,95000.0,Fully Paid,debt_consolidation,8.34,0.0,680.0,684.0,0.0,1.0
18850.0, 60 months,18.2,E,< 1 year,RENT,120000.0,Charged Off,debt_consolidation,12.74,0.0,680.0,684.0,2.0,3.0
5000.0, 36 months,8.38,B,,MORTGAGE,28000.0,Fully Paid,credit_card,36.05,0.0,765.0,769.0,0.0,0.0
10000.0, 60 months,18.2,E,3 years,RENT,52000.0,Charged Off,debt_consolidation,25.25,0.0,685.0,689.0,0.0,2.0
20000.0, 36 months,13.67,C,5 years,OWN,120000.0,Fully Paid,small_business,12.23,0.0,690.0,694.0,0.0,0.0
5500.0, 36 months,11.22,B,10+ years,OWN,85000.0,Fully Paid,home_improvement,9.32,0.0,695.0,699.0,2.0,1.0
20000.0, 36 months,5.32,A,2 years,MORTGAGE,86000.0,Fully Paid,credit_card,19.08,0.0,775.0,779.0,0.0,0.0
4500.0, 36 months,11.99,C,5 years,RENT,25000.0,Charged Off,debt_consolidation,16.44,0.0,700.0,704.0,1.0,0.0
14000.0, 60 months,18.2,E,4 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,20.43,0.0,785.0,789.0,0.0,0.0
12000.0, 60 months,16.99,D,10+ years,MORTGAGE,51000.0,Fully Paid,credit_card,35.48,0.0,695.0,699.0,2.0,0.0
27775.0, 36 months,16.99,D,,MORTGAGE,60000.0,Fully Paid,home_improvement,24.14,0.0,715.0,719.0,0.0,0.0
16000.0, 36 months,8.38,B,7 years,MORTGAGE,72000.0,Charged Off,credit_card,22.62,0.0,700.0,704.0,1.0,1.0
12000.0, 36 months,16.59,D,10+ years,MORTGAGE,101550.0,Charged Off,credit_card,20.01,0.0,675.0,679.0,1.0,0.0
5475.0, 36 months,18.2,E,,RENT,60000.0,Fully Paid,credit_card,36.34,0.0,745.0,749.0,0.0,0.0
6000.0, 36 months,5.32,A,8 years,MORTGAGE,88000.0,Fully Paid,other,16.96,0.0,745.0,749.0,0.0,0.0
15000.0, 60 months,11.99,C,2 years,RENT,47000.0,Fully Paid,credit_card,10.11,0.0,690.0,694.0,1.0,0.0
9000.0, 36 months,9.99,B,10+ years,MORTGAGE,67000.0,Fully Paid,debt_consolidation,22.3,0.0,685.0,689.0,2.0,0.0
10000.0, 36 months,12.88,C,< 1 year,RENT,60000.0,Fully Paid,debt_consolidation,3.3,0.0,715.0,719.0,0.0,0.0
10000.0, 36 months,7.26,A,,OWN,45000.0,Fully Paid,debt_consolidation,25.49,0.0,680.0,684.0,0.0,0.0
12000.0, 36 months,9.17,B,10+ years,MORTGAGE,85000.0,Fully Paid,home_improvement,7.54,0.0,660.0,664.0,0.0,0.0
12000.0, 36 months,11.22,B,2 years,RENT,118000.0,Fully Paid,debt_consolidation,11.11,0.0,700.0,704.0,0.0,0.0
13500.0, 36 months,16.99,D,,MORTGAGE,27000.0,Fully Paid,credit_card,22.8,0.0,715.0,719.0,0.0,0.0
7200.0, 36 months,7.26,A,< 1 year,RENT,55000.0,Fully Paid,credit_card,19.99,0.0,695.0,699.0,0.0,0.0
2400.0, 36 months,17.97,D,< 1 year,RENT,25000.0,Fully Paid,moving,16.03,0.0,685.0,689.0,0.0,0.0
5725.0, 36 months,13.67,C,3 years,RENT,30000.0,Fully Paid,credit_card,8.27,0.0,695.0,699.0,0.0,0.0
9000.0, 36 months,13.18,C,10+ years,RENT,52000.0,Fully Paid,debt_consolidation,10.02,3.0,670.0,674.0,2.0,0.0
28000.0, 36 months,11.22,B,8 years,OWN,125000.0,Fully Paid,debt_consolidation,15.14,0.0,675.0,679.0,0.0,0.0
9600.0, 36 months,7.26,A,6 years,MORTGAGE,183000.0,Fully Paid,home_improvement,13.3,0.0,680.0,684.0,1.0,0.0
12000.0, 60 months,13.99,C,10+ years,OWN,35000.0,Charged Off,debt_consolidation,32.68,0.0,700.0,704.0,0.0,0.0
4000.0, 36 months,13.18,C,10+ years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,28.76,1.0,680.0,684.0,0.0,0.0
4000.0, 36 months,10.64,B,,RENT,62000.0,Charged Off,credit_card,8.27,0.0,665.0,669.0,1.0,0.0
6350.0, 36 months,15.41,D,9 years,MORTGAGE,27000.0,Charged Off,debt_consolidation,26.04,0.0,660.0,664.0,0.0,0.0
16700.0, 60 months,18.99,E,3 years,MORTGAGE,45000.0,Fully Paid,medical,17.55,0.0,685.0,689.0,0.0,0.0
12000.0, 36 months,9.76,B,10+ years,RENT,130000.0,Fully Paid,credit_card,8.12,1.0,660.0,664.0,0.0,1.0
8400.0, 36 months,10.64,B,10+ years,MORTGAGE,97416.0,Fully Paid,debt_consolidation,18.5,1.0,665.0,669.0,0.0,1.0
6150.0, 36 months,14.48,C,6 years,RENT,25147.2,Fully Paid,major_purchase,24.44,0.0,695.0,699.0,0.0,0.0
10000.0, 36 months,11.22,B,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,18.88,0.0,700.0,704.0,0.0,0.0
16800.0, 36 months,9.76,B,10+ years,MORTGAGE,35000.0,Fully Paid,credit_card,7.2,1.0,710.0,714.0,0.0,0.0
6600.0, 36 months,5.32,A,1 year,RENT,58000.0,Fully Paid,credit_card,24.79,0.0,710.0,714.0,0.0,0.0
10000.0, 60 months,17.86,D,5 years,RENT,50000.0,Charged Off,debt_consolidation,38.96,2.0,660.0,664.0,1.0,0.0
15000.0, 36 months,5.32,A,10+ years,MORTGAGE,153000.0,Fully Paid,debt_consolidation,24.78,0.0,745.0,749.0,0.0,0.0
16000.0, 36 months,7.89,A,< 1 year,RENT,110000.0,Fully Paid,debt_consolidation,8.2,0.0,750.0,754.0,0.0,0.0
4000.0, 36 months,7.89,A,1 year,MORTGAGE,60000.0,Fully Paid,credit_card,9.06,0.0,690.0,694.0,0.0,0.0
32000.0, 60 months,12.59,C,4 years,MORTGAGE,140000.0,Fully Paid,debt_consolidation,17.13,0.0,685.0,689.0,0.0,0.0
4200.0, 36 months,11.22,B,4 years,RENT,50000.0,Fully Paid,credit_card,33.61,0.0,685.0,689.0,1.0,0.0
10000.0, 36 months,10.78,B,10+ years,OWN,73000.0,Fully Paid,debt_consolidation,19.56,1.0,680.0,684.0,0.0,0.0
5000.0, 36 months,10.64,B,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,29.51,2.0,660.0,664.0,0.0,1.0
35000.0, 60 months,16.99,D,10+ years,MORTGAGE,73808.0,Charged Off,debt_consolidation,32.16,2.0,705.0,709.0,1.0,0.0
4000.0, 36 months,12.59,C,10+ years,OWN,92000.0,Fully Paid,debt_consolidation,20.65,0.0,670.0,674.0,1.0,1.0
15000.0, 60 months,16.55,D,,RENT,36816.0,Charged Off,debt_consolidation,39.7,0.0,665.0,669.0,1.0,0.0
35000.0, 60 months,17.86,D,10+ years,RENT,109500.0,Fully Paid,debt_consolidation,26.93,1.0,690.0,694.0,0.0,0.0
6500.0, 36 months,15.41,D,,RENT,33000.0,Fully Paid,credit_card,8.55,0.0,660.0,664.0,1.0,0.0
5000.0, 36 months,10.64,B,2 years,OWN,25000.0,Fully Paid,vacation,4.73,0.0,750.0,754.0,0.0,0.0
14250.0, 60 months,17.86,D,3 years,RENT,65000.0,Charged Off,debt_consolidation,20.92,0.0,660.0,664.0,0.0,0.0
28000.0, 36 months,7.26,A,10+ years,OWN,78000.0,Fully Paid,debt_consolidation,24.93,0.0,710.0,714.0,0.0,0.0
15025.0, 60 months,18.49,E,10+ years,MORTGAGE,54000.0,Fully Paid,debt_consolidation,24.71,0.0,720.0,724.0,1.0,0.0
12000.0, 36 months,9.17,B,10+ years,RENT,78000.0,Fully Paid,credit_card,34.48,0.0,675.0,679.0,0.0,0.0
20000.0, 36 months,16.55,D,3 years,OWN,80000.0,Charged Off,home_improvement,22.34,0.0,690.0,694.0,5.0,4.0
10000.0, 36 months,8.38,B,10+ years,RENT,65000.0,Fully Paid,credit_card,12.09,0.0,670.0,674.0,0.0,0.0
16000.0, 36 months,11.99,C,10+ years,MORTGAGE,97000.0,Charged Off,credit_card,24.35,0.0,690.0,694.0,0.0,0.0
15000.0, 36 months,7.26,A,2 years,MORTGAGE,214500.0,Fully Paid,debt_consolidation,15.62,0.0,700.0,704.0,0.0,0.0
3600.0, 36 months,10.64,B,3 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,17.74,0.0,685.0,689.0,1.0,0.0
11050.0, 36 months,16.55,D,< 1 year,RENT,95000.0,Fully Paid,debt_consolidation,11.77,0.0,660.0,664.0,1.0,0.0
25000.0, 60 months,16.99,D,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,10.52,1.0,660.0,664.0,2.0,0.0
10375.0, 36 months,16.99,D,,OWN,28876.0,Fully Paid,debt_consolidation,32.5,0.0,665.0,669.0,1.0,1.0
10000.0, 36 months,10.64,B,,OWN,35000.0,Fully Paid,other,18.55,0.0,750.0,754.0,0.0,0.0
14000.0, 36 months,8.18,B,1 year,MORTGAGE,51000.0,Fully Paid,debt_consolidation,15.72,0.0,700.0,704.0,0.0,0.0
30000.0, 60 months,13.99,C,9 years,MORTGAGE,70000.0,Charged Off,debt_consolidation,19.9,0.0,690.0,694.0,0.0,0.0
3200.0, 36 months,9.17,B,10+ years,MORTGAGE,45000.0,Fully Paid,home_improvement,17.31,3.0,665.0,669.0,1.0,1.0
7500.0, 36 months,5.32,A,3 years,RENT,85645.0,Fully Paid,major_purchase,9.02,0.0,690.0,694.0,0.0,0.0
11000.0, 36 months,9.17,B,8 years,MORTGAGE,106000.0,Fully Paid,home_improvement,6.35,2.0,680.0,684.0,1.0,0.0
24000.0, 36 months,7.89,A,8 years,MORTGAGE,109000.0,Fully Paid,debt_consolidation,13.3,1.0,705.0,709.0,2.0,0.0
17500.0, 36 months,15.41,D,2 years,RENT,35000.0,Fully Paid,debt_consolidation,18.66,0.0,660.0,664.0,1.0,1.0
11000.0, 36 months,13.18,C,5 years,RENT,36720.0,Charged Off,debt_consolidation,32.81,0.0,665.0,669.0,1.0,1.0
28000.0, 36 months,7.26,A,3 years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,31.77,0.0,755.0,759.0,0.0,0.0
28000.0, 36 months,13.67,C,10+ years,OWN,75000.0,Fully Paid,debt_consolidation,33.81,0.0,715.0,719.0,1.0,0.0
10000.0, 36 months,5.32,A,8 years,OWN,90000.0,Fully Paid,credit_card,14.57,0.0,810.0,814.0,0.0,0.0
14400.0, 36 months,14.48,C,10+ years,MORTGAGE,280000.0,Fully Paid,credit_card,9.79,0.0,675.0,679.0,5.0,0.0
8000.0, 36 months,13.18,C,3 years,RENT,25000.0,Charged Off,debt_consolidation,6.43,0.0,705.0,709.0,0.0,0.0
10000.0, 36 months,9.17,B,10+ years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,19.37,0.0,705.0,709.0,0.0,0.0
5000.0, 36 months,11.48,B,,RENT,11520.0,Fully Paid,debt_consolidation,21.46,0.0,745.0,749.0,0.0,0.0
10000.0, 36 months,14.48,C,4 years,RENT,75000.0,Fully Paid,small_business,30.02,0.0,690.0,694.0,2.0,0.0
7000.0, 36 months,8.49,B,,MORTGAGE,50000.0,Fully Paid,credit_card,8.04,0.0,665.0,669.0,0.0,0.0
10000.0, 36 months,13.67,C,1 year,OWN,72000.0,Charged Off,home_improvement,25.58,2.0,665.0,669.0,0.0,0.0
10000.0, 36 months,9.8,B,10+ years,OWN,95000.0,Fully Paid,debt_consolidation,7.33,0.0,670.0,674.0,3.0,1.0
12000.0, 36 months,7.89,A,1 year,RENT,110000.0,Charged Off,debt_consolidation,18.75,0.0,680.0,684.0,0.0,0.0
10800.0, 60 months,18.2,E,8 years,OWN,26000.0,Charged Off,debt_consolidation,35.87,0.0,685.0,689.0,0.0,0.0
20000.0, 36 months,12.05,C,2 years,RENT,103000.0,Fully Paid,debt_consolidation,16.87,0.0,685.0,689.0,0.0,0.0
18000.0, 60 months,18.99,E,10+ years,OWN,99000.0,Fully Paid,debt_consolidation,21.86,3.0,695.0,699.0,1.0,0.0
20000.0, 60 months,13.67,C,10+ years,MORTGAGE,107900.0,Fully Paid,debt_consolidation,12.43,0.0,665.0,669.0,1.0,7.0
12800.0, 36 months,7.89,A,1 year,RENT,50977.0,Fully Paid,credit_card,12.4,0.0,695.0,699.0,0.0,0.0
16000.0, 36 months,6.89,A,3 years,RENT,61000.0,Fully Paid,credit_card,20.05,0.0,735.0,739.0,1.0,0.0
5000.0, 36 months,11.99,C,3 years,RENT,60000.0,Fully Paid,debt_consolidation,13.5,0.0,665.0,669.0,0.0,1.0
24000.0, 36 months,5.32,A,1 year,RENT,93750.0,Fully Paid,debt_consolidation,20.57,0.0,750.0,754.0,0.0,0.0
6000.0, 36 months,7.89,A,3 years,MORTGAGE,125000.0,Fully Paid,home_improvement,28.55,0.0,675.0,679.0,1.0,0.0
13000.0, 36 months,9.76,B,10+ years,RENT,60000.0,Fully Paid,credit_card,15.82,0.0,665.0,669.0,1.0,0.0
35000.0, 36 months,13.67,C,5 years,RENT,95000.0,Charged Off,major_purchase,7.98,0.0,695.0,699.0,0.0,0.0
6025.0, 36 months,16.55,D,3 years,RENT,23040.0,Fully Paid,other,22.19,0.0,710.0,714.0,2.0,0.0
15000.0, 36 months,5.32,A,10+ years,OWN,65050.0,Fully Paid,debt_consolidation,6.27,0.0,755.0,759.0,0.0,0.0
7200.0, 36 months,7.89,A,10+ years,RENT,100000.0,Fully Paid,debt_consolidation,8.0,1.0,665.0,669.0,0.0,0.0
8000.0, 36 months,8.38,B,10+ years,RENT,65000.0,Fully Paid,debt_consolidation,18.52,0.0,660.0,664.0,0.0,1.0
9600.0, 36 months,11.99,C,5 years,OWN,97000.0,Charged Off,debt_consolidation,20.87,12.0,665.0,669.0,2.0,1.0
18600.0, 36 months,9.17,B,8 years,RENT,101000.0,Fully Paid,debt_consolidation,17.99,3.0,670.0,674.0,0.0,0.0
12000.0, 36 months,5.32,A,< 1 year,MORTGAGE,165000.0,Fully Paid,credit_card,10.51,1.0,725.0,729.0,0.0,0.0
28000.0, 36 months,12.05,C,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,18.24,0.0,720.0,724.0,0.0,0.0
21150.0, 60 months,13.18,C,8 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,28.43,0.0,810.0,814.0,1.0,0.0
21600.0, 36 months,11.22,B,9 years,RENT,90000.0,Fully Paid,small_business,15.37,1.0,725.0,729.0,0.0,0.0
20000.0, 60 months,11.22,B,1 year,MORTGAGE,72000.0,Fully Paid,credit_card,23.56,0.0,725.0,729.0,1.0,0.0
35000.0, 36 months,7.91,A,5 years,RENT,75000.0,Fully Paid,debt_consolidation,19.09,0.0,700.0,704.0,0.0,0.0
4800.0, 36 months,9.76,B,10+ years,RENT,93000.0,Fully Paid,debt_consolidation,6.19,0.0,680.0,684.0,0.0,0.0
16675.0, 36 months,11.22,B,2 years,OWN,75000.0,Fully Paid,debt_consolidation,27.64,0.0,700.0,704.0,3.0,0.0
14400.0, 36 months,13.18,C,2 years,RENT,180000.0,Charged Off,debt_consolidation,14.34,0.0,680.0,684.0,2.0,0.0
24000.0, 60 months,17.57,D,10+ years,RENT,48000.0,Charged Off,debt_consolidation,38.71,1.0,725.0,729.0,1.0,0.0
15000.0, 36 months,11.22,B,10+ years,MORTGAGE,90000.0,Fully Paid,small_business,9.0,1.0,715.0,719.0,1.0,0.0
31075.0, 60 months,20.99,E,3 years,MORTGAGE,74000.0,Charged Off,debt_consolidation,21.81,1.0,685.0,689.0,0.0,0.0
9500.0, 36 months,7.26,A,,MORTGAGE,25000.0,Fully Paid,debt_consolidation,25.68,0.0,740.0,744.0,0.0,0.0
5000.0, 36 months,6.89,A,3 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,1.18,0.0,765.0,769.0,1.0,0.0
